文件名,归一化互相关得分
rotated_image_000deg.png,0.5413078772708984
rotated_image_001deg.png,0.5413078772708984
rotated_image_002deg.png,0.5413078772708984
rotated_image_003deg.png,0.5413078772708984
rotated_image_004deg.png,0.5413078772708984
rotated_image_005deg.png,0.5413078772708984
rotated_image_006deg.png,0.5413078772708984
rotated_image_007deg.png,0.5413078772708984
rotated_image_008deg.png,0.5413078772708984
rotated_image_009deg.png,0.5413078772708984
rotated_image_010deg.png,0.5413078772708984
rotated_image_011deg.png,0.5413078772708984
rotated_image_012deg.png,0.5413078772708984
rotated_image_013deg.png,0.5413078772708984
rotated_image_014deg.png,0.5413078772708984
rotated_image_015deg.png,0.5413078772708984
rotated_image_016deg.png,0.5413078772708984
rotated_image_017deg.png,0.5413078772708984
rotated_image_018deg.png,0.5413078772708984
rotated_image_019deg.png,0.5413078772708984
rotated_image_020deg.png,0.5413078772708984
rotated_image_021deg.png,0.5413078772708984
rotated_image_022deg.png,0.5413078772708984
rotated_image_023deg.png,0.5413078772708984
rotated_image_024deg.png,0.5413078772708984
rotated_image_025deg.png,0.5413078772708984
rotated_image_026deg.png,0.5413078772708984
rotated_image_027deg.png,0.5413078772708984
rotated_image_028deg.png,0.5413078772708984
rotated_image_029deg.png,0.5413078772708984
rotated_image_030deg.png,0.5413078772708984
rotated_image_031deg.png,0.5413078772708984
rotated_image_032deg.png,0.5413078772708984
rotated_image_033deg.png,0.5413078772708984
rotated_image_034deg.png,0.5413078772708984
rotated_image_035deg.png,0.5413078772708984
rotated_image_036deg.png,0.5413078772708984
rotated_image_037deg.png,0.5413078772708984
rotated_image_038deg.png,0.5413078772708984
rotated_image_039deg.png,0.5413078772708984
rotated_image_040deg.png,0.5413078772708984
rotated_image_041deg.png,0.5413078772708984
rotated_image_042deg.png,0.5413078772708984
rotated_image_043deg.png,0.5413078772708984
rotated_image_044deg.png,0.5413078772708984
rotated_image_045deg.png,0.5413078772708984
rotated_image_046deg.png,0.5413078772708984
rotated_image_047deg.png,0.5413078772708984
rotated_image_048deg.png,0.5413078772708984
rotated_image_049deg.png,0.5413078772708984
rotated_image_050deg.png,0.5413078772708984
rotated_image_051deg.png,0.5413078772708984
rotated_image_052deg.png,0.5413078772708984
rotated_image_053deg.png,0.5413078772708984
rotated_image_054deg.png,0.5413078772708984
rotated_image_055deg.png,0.5413078772708984
rotated_image_056deg.png,0.5413078772708984
rotated_image_057deg.png,0.5413078772708984
rotated_image_058deg.png,0.5413078772708984
rotated_image_059deg.png,0.5413078772708984
rotated_image_060deg.png,0.5413078772708984
rotated_image_061deg.png,0.5413078772708984
rotated_image_062deg.png,0.5413078772708984
rotated_image_063deg.png,0.5413078772708984
rotated_image_064deg.png,0.5413078772708984
rotated_image_065deg.png,0.5413078772708984
rotated_image_066deg.png,0.5413078772708984
rotated_image_067deg.png,0.5413078772708984
rotated_image_068deg.png,0.5413078772708984
rotated_image_069deg.png,0.5413078772708984
rotated_image_070deg.png,0.5413078772708984
rotated_image_071deg.png,0.5413078772708984
rotated_image_072deg.png,0.5413078772708984
rotated_image_073deg.png,0.5413078772708984
rotated_image_074deg.png,0.5413078772708984
rotated_image_075deg.png,0.5413078772708984
rotated_image_076deg.png,0.5413078772708984
rotated_image_077deg.png,0.5413078772708984
rotated_image_078deg.png,0.5413078772708984
rotated_image_079deg.png,0.5413078772708984
rotated_image_080deg.png,0.5413078772708984
rotated_image_081deg.png,0.5413078772708984
rotated_image_082deg.png,0.5413078772708984
rotated_image_083deg.png,0.5413078772708984
rotated_image_084deg.png,0.5413078772708984
rotated_image_085deg.png,0.5413078772708984
rotated_image_086deg.png,0.5413078772708984
rotated_image_087deg.png,0.5413078772708984
rotated_image_088deg.png,0.5413078772708984
rotated_image_089deg.png,0.5413078772708984
rotated_image_090deg.png,0.5413078772708984
rotated_image_091deg.png,0.5413078772708984
rotated_image_092deg.png,0.5413078772708984
rotated_image_093deg.png,0.5413078772708984
rotated_image_094deg.png,0.5413078772708984
rotated_image_095deg.png,0.5413078772708984
rotated_image_096deg.png,0.5413078772708984
rotated_image_097deg.png,0.5413078772708984
rotated_image_098deg.png,0.5413078772708984
rotated_image_099deg.png,0.5413078772708984
rotated_image_100deg.png,0.5413078772708984
rotated_image_101deg.png,0.5413078772708984
rotated_image_102deg.png,0.5413078772708984
rotated_image_103deg.png,0.5413078772708984
rotated_image_104deg.png,0.5413078772708984
rotated_image_105deg.png,0.5413078772708984
rotated_image_106deg.png,0.5413078772708984
rotated_image_107deg.png,0.5413078772708984
rotated_image_108deg.png,0.5413078772708984
rotated_image_109deg.png,0.5413078772708984
rotated_image_110deg.png,0.5413078772708984
rotated_image_111deg.png,0.5413078772708984
rotated_image_112deg.png,0.5413078772708984
rotated_image_113deg.png,0.5413078772708984
rotated_image_114deg.png,0.5413078772708984
rotated_image_115deg.png,0.5413078772708984
rotated_image_116deg.png,0.5413078772708984
rotated_image_117deg.png,0.5413078772708984
rotated_image_118deg.png,0.5413078772708984
rotated_image_119deg.png,0.5413078772708984
rotated_image_120deg.png,0.5413078772708984
rotated_image_121deg.png,0.5413078772708984
rotated_image_122deg.png,0.5413078772708984
rotated_image_123deg.png,0.5413078772708984
rotated_image_124deg.png,0.5413078772708984
rotated_image_125deg.png,0.5413078772708984
rotated_image_126deg.png,0.5413078772708984
rotated_image_127deg.png,0.5413078772708984
rotated_image_128deg.png,0.5413078772708984
rotated_image_129deg.png,0.5413078772708984
rotated_image_130deg.png,0.5413078772708984
rotated_image_131deg.png,0.5413078772708984
rotated_image_132deg.png,0.5413078772708984
rotated_image_133deg.png,0.5413078772708984
rotated_image_134deg.png,0.5413078772708984
rotated_image_135deg.png,0.5413078772708984
rotated_image_136deg.png,0.5413078772708984
rotated_image_137deg.png,0.5413078772708984
rotated_image_138deg.png,0.5413078772708984
rotated_image_139deg.png,0.5413078772708984
rotated_image_140deg.png,0.5413078772708984
rotated_image_141deg.png,0.5413078772708984
rotated_image_142deg.png,0.5413078772708984
rotated_image_143deg.png,0.5413078772708984
rotated_image_144deg.png,0.5413078772708984
rotated_image_145deg.png,0.5413078772708984
rotated_image_146deg.png,0.5413078772708984
rotated_image_147deg.png,0.5413078772708984
rotated_image_148deg.png,0.5413078772708984
rotated_image_149deg.png,0.5413078772708984
rotated_image_150deg.png,0.5413078772708984
rotated_image_151deg.png,0.5413078772708984
rotated_image_152deg.png,0.5413078772708984
rotated_image_153deg.png,0.5413078772708984
rotated_image_154deg.png,0.5413078772708984
rotated_image_155deg.png,0.5413078772708984
rotated_image_156deg.png,0.5413078772708984
rotated_image_157deg.png,0.5413078772708984
rotated_image_158deg.png,0.5413078772708984
rotated_image_159deg.png,0.5413078772708984
rotated_image_160deg.png,0.5413078772708984
rotated_image_161deg.png,0.5413078772708984
rotated_image_162deg.png,0.5413078772708984
rotated_image_163deg.png,0.5413078772708984
rotated_image_164deg.png,0.5413078772708984
rotated_image_165deg.png,0.5413078772708984
rotated_image_166deg.png,0.5413078772708984
rotated_image_167deg.png,0.5413078772708984
rotated_image_168deg.png,0.5413078772708984
rotated_image_169deg.png,0.5413078772708984
rotated_image_170deg.png,0.5413078772708984
rotated_image_171deg.png,0.5413078772708984
rotated_image_172deg.png,0.5413078772708984
rotated_image_173deg.png,0.5413078772708984
rotated_image_174deg.png,0.5413078772708984
rotated_image_175deg.png,0.5413078772708984
rotated_image_176deg.png,0.5413078772708984
rotated_image_177deg.png,0.5413078772708984
rotated_image_178deg.png,0.5413078772708984
rotated_image_179deg.png,0.5413078772708984
rotated_image_180deg.png,0.5413078772708984
rotated_image_181deg.png,0.5413078772708984
rotated_image_182deg.png,0.5413078772708984
rotated_image_183deg.png,0.5413078772708984
rotated_image_184deg.png,0.5413078772708984
